location_id,addressLine1,addressLine2,city,state,zipCode,county,longitude,latitude,formattedAddress
390,521 N Anaheim Blvd,unknown,Anaheim,CA,92805,Orange,-117.915877,33.840555,"521 N Anaheim Blvd, Anaheim, CA 92805"
391,4223 N Huson St,unknown,Tacoma,WA,98407,Pierce,-122.503426,47.287964,"4223 N Huson St, Tacoma, WA 98407"
392,3244 Inverness Ct,unknown,Orlando,FL,32806,Orange,-81.360651,28.503654,"3244 Inverness Ct, Orlando, FL 32806"
393,3585 W 106th Ter,unknown,Hialeah,FL,33018,Miami-Dade,-80.356949,25.920079,"3585 W 106th Ter, Hialeah, FL 33018"
394,5773 Walsh Rd,unknown,Hector,NY,14841,Schuyler,-76.885703,42.512698,"5773 Walsh Rd, Hector, NY 14841"
395,12509 Park Knoll Dr,unknown,Cleveland,OH,44125,Cuyahoga,-81.596057,41.425659,"12509 Park Knoll Dr, Cleveland, OH 44125"
396,2925 Billy Williams St,unknown,Mobile,AL,36612,Mobile,-88.107657,30.747188,"2925 Billy Williams St, Mobile, AL 36612"
397,1806 Janice Ave,unknown,Orlando,FL,32803,Orange,-81.34795,28.568432,"1806 Janice Ave, Orlando, FL 32803"
398,118 Stonehedge Dr,unknown,Warner Robins,GA,31088,Houston,-83.633177,32.596502,"118 Stonehedge Dr, Warner Robins, GA 31088"
399,42138 Purplebush Ave Apt 35-d,unknown,Lancaster,CA,93536,Los Angeles,-118.245795,34.646807,"42138 Purplebush Ave Apt 35-d, Lancaster, CA 93536"
400,2277 Banning Rd,Apt 222,Cincinnati,OH,45239,Hamilton,-84.56601,39.204259,"2277 Banning Rd, Apt 222, Cincinnati, OH 45239"
401,2072 Nc Hwy,96,Creedmoor,NC,27522,Granville,-78.574496,36.115309,"2072 Nc Hwy, 96, Creedmoor, NC 27522"
402,16 Spring St,unknown,Haverstraw,NY,10927,Rockland County,-73.973618,41.20122,"16 Spring St, Haverstraw, NY 10927"
403,Cty Rd,# 160,Westcliffe,CO,81252,Custer County,-105.5068893,38.1314612,"Cty Rd, # 160, Westcliffe, CO 81252"
404,606 Center Ave,Unit Upper,Janesville,WI,53545,Rock County,-89.032108,42.672841,"606 Center Ave, Unit Upper, Janesville, WI 53545"
405,666 Sanmortiz Dr,unknown,Bayfield,CO,81122,La Plata County,-107.593969,37.322846,"666 Sanmortiz Dr, Bayfield, CO 81122"
406,7117 Hop St,unknown,Azle,TX,76020,Tarrant,-97.518869,32.990469,"7117 Hop St, Azle, TX 76020"
407,313 Canterberry Ln,unknown,Oak Brook,IL,60523,Dupage,-87.924774,41.828331,"313 Canterberry Ln, Oak Brook, IL 60523"
408,6601 Sw 18th St,Apt 105,Pembroke Pines,FL,33023,Broward,-80.219781,25.994707,"6601 Sw 18th St, Apt 105, Pembroke Pines, FL 33023"
409,1293 Biscayne Grove Ln,unknown,Jacksonville,FL,32218,Duval,-81.666763,30.454183,"1293 Biscayne Grove Ln, Jacksonville, FL 32218"
410,4975 Bonita Beach Rd,Unit 607,Bonita Springs,FL,34134,Collier,-81.83518,26.330133,"4975 Bonita Beach Rd, Unit 607, Bonita Springs, FL 34134"
411,4210 220th St SW,unknown,Mountlake Terrace,WA,98043,Snohomish,-122.290527,47.799243,"4210 220th St SW, Mountlake Terrace, WA 98043"
412,6360 Vistaridge Ln,unknown,Madeira,OH,45227,Hamilton,-84.380949,39.165768,"6360 Vistaridge Ln, Madeira, OH 45227"
413,2223 Ne Clipper Pl,Unit 5206,Fort Lauderdale,FL,33312,Broward County,-80.170711,26.061742,"2223 Ne Clipper Pl, Unit 5206, Fort Lauderdale, FL 33312"
414,1224 Sunbeam Cv,unknown,Anna,TX,75409,Collin,-96.539446,33.325923,"1224 Sunbeam Cv, Anna, TX 75409"
415,2481 W Bravura Dr,unknown,Citrus Springs,FL,34433,Citrus,-82.476707,29.020162,"2481 W Bravura Dr, Citrus Springs, FL 34433"
416,1913 Apollo Ct,unknown,Walnut Creek,CA,94598,Contra Costa,-122.040815,37.922315,"1913 Apollo Ct, Walnut Creek, CA 94598"
417,784 Willow Creek Dr,unknown,Fairlawn,OH,44333,Summit,-81.58913,41.136145,"784 Willow Creek Dr, Fairlawn, OH 44333"
418,285 Evergreen Rd,unknown,Fitzgerald,GA,31750,Ben Hill County,-83.227986,31.703392,"285 Evergreen Rd, Fitzgerald, GA 31750"
419,15115 Mesa Dr,Apt 256,Humble,TX,77396,Harris,-95.269311,29.941086,"15115 Mesa Dr, Apt 256, Humble, TX 77396"
420,1128 Somerset Cir S,unknown,Dunedin,FL,34698,Pinellas,-82.771082,28.001863,"1128 Somerset Cir S, Dunedin, FL 34698"
421,17 Bonair Ave,unknown,Waterbury,CT,6710,New Haven,-73.042347,41.581284,"17 Bonair Ave, Waterbury, CT 06710"
422,1400 W Peachtree St NW,Unit 1815,Atlanta,GA,30309,Fulton,-84.388205,33.792889,"1400 W Peachtree St NW, Unit 1815, Atlanta, GA 30309"
423,5800 Nw 64th Ave,Apt 104,Tamarac,FL,33319,Broward,-80.235323,26.19645,"5800 Nw 64th Ave, Apt 104, Tamarac, FL 33319"
424,3203 Dawnwood Dr,unknown,Spring,TX,77380,Montgomery,-95.489282,30.147441,"3203 Dawnwood Dr, Spring, TX 77380"
425,5733 Cypress Ln,unknown,North Little Rock,AR,72117,Pulaski,-92.186399,34.806214,"5733 Cypress Ln, North Little Rock, AR 72117"
426,5934 Haverford Ave,unknown,Philadelphia,PA,19151,Philadelphia,-75.238775,39.969585,"5934 Haverford Ave, Philadelphia, PA 19151"
427,112 Fleet Pl,Unit 4B,New York City,NY,11201,Kings County,-73.981893,40.692225,"112 Fleet Pl, Unit 4B, New York City, NY 11201"
428,695 Owen Rd,unknown,York,PA,17403,York,-76.682428,39.946798,"695 Owen Rd, York, PA 17403"
429,812 85th St,unknown,Miami Beach,FL,33141,Miami-Dade County,-80.128151,25.869572,"812 85th St, Miami Beach, FL 33141"
430,PO Box 546,unknown,Lakeland,MI,48143,Livingston,-83.849647,42.45833,"PO Box 546, Lakeland, MI 48143"
431,12913 Alton Sq,Apt 102,Herndon,VA,20170,Fairfax,-77.393634,38.956164,"12913 Alton Sq, Apt 102, Herndon, VA 20170"
432,11232 Wheeling Dr,unknown,Tampa,FL,33625,Hillsborough,-82.547206,28.05193,"11232 Wheeling Dr, Tampa, FL 33625"
433,2004 W Government St,unknown,Pensacola,FL,32502,Escambia,-87.24007,30.408105,"2004 W Government St, Pensacola, FL 32502"
434,8196 N Cedar Springs Rd,Apt 1,Eagle Mountain,UT,84005,Utah,-111.979144,40.364963,"8196 N Cedar Springs Rd, Apt 1, Eagle Mountain, UT 84005"
435,98 S Flickering Sun Cir,unknown,The Woodlands,TX,77382,Montgomery,-95.568948,30.210398,"98 S Flickering Sun Cir, The Woodlands, TX 77382"
436,720 Wood St,unknown,Bristol,PA,19007,Bucks,-74.850593,40.099416,"720 Wood St, Bristol, PA 19007"
437,3008 Breeden Ave,Apt 3,San Antonio,TX,78212,Bexar,-98.500843,29.475446,"3008 Breeden Ave, Apt 3, San Antonio, TX 78212"
438,30115 Redwood Peak Ln,unknown,Brookshire,TX,77423,Waller,-95.896501,29.765197,"30115 Redwood Peak Ln, Brookshire, TX 77423"
439,112 Foxford Ln,unknown,Mullica Hill,NJ,8062,Gloucester County,-75.228951,39.688051,"112 Foxford Ln, Mullica Hill, NJ 08062"
440,1 W End Ct,Apt 5,Long Branch,NJ,7740,Monmouth,-73.98509,40.283741,"1 W End Ct, Apt 5, Long Branch, NJ 07740"
441,155 N Nassau Ave,unknown,Massapequa,NY,11758,Nassau,-73.46023,40.695735,"155 N Nassau Ave, Massapequa, NY 11758"
442,2925 61st Ave NE,unknown,Federal Way,WA,98422,Pierce,-122.365662,47.283742,"2925 61st Ave NE, Federal Way, WA 98422"
443,355 E Mountain Vista Pl,unknown,Oro Valley,AZ,85704,Pima County,-110.967222,32.357027,"355 E Mountain Vista Pl, Oro Valley, AZ 85704"
444,521 University Blvd,Apt 2,Daytona Beach,FL,32118,Volusia,-81.01696,29.242131,"521 University Blvd, Apt 2, Daytona Beach, FL 32118"
445,39831 High St,unknown,Cherry Valley,CA,92223,Riverside,-116.967354,33.970062,"39831 High St, Cherry Valley, CA 92223"
446,114 N Martin Luther King Jr Ave,unknown,Clearwater,FL,33755,Pinellas,-82.791983,27.967697,"114 N Martin Luther King Jr Ave, Clearwater, FL 33755"
447,L88 Amberwood Ln,Lot 88,Janesville,WI,53545,Rock County,-89.07484264,42.747979838,"L88 Amberwood Ln, Lot 88, Janesville, WI 53545"
448,185 Sexton Rd,unknown,West Babylon,NY,11704,Suffolk,-73.348179,40.7253,"185 Sexton Rd, West Babylon, NY 11704"
449,2815 Yarling Ct,unknown,Falls Church,VA,22042,Fairfax,-77.214806,38.873258,"2815 Yarling Ct, Falls Church, VA 22042"
450,2695 S Kihei Rd,Apt 10401,Kihei,HI,96753,Maui,-156.445287,20.71249,"2695 S Kihei Rd, Apt 10401, Kihei, HI 96753"
451,3 North Cir,unknown,Matawan,NJ,7747,Monmouth,-74.215877,40.415791,"3 North Cir, Matawan, NJ 07747"
452,1901 S Cedar St,unknown,Little Rock,AR,72204,Pulaski,-92.317906,34.734012,"1901 S Cedar St, Little Rock, AR 72204"
453,Highland Rd,Lot 55,Baton Rouge,LA,70802,East Baton Rouge,-91.1806285,30.427648791,"Highland Rd, Lot 55, Baton Rouge, LA 70802"
454,4925 White Bud Ct,unknown,Windermere,FL,34786,Orange,-81.601621,28.493084,"4925 White Bud Ct, Windermere, FL 34786"
455,PO Box 8952,unknown,Savannah,GA,31412,Chatham,-81.0927,32.078,"PO Box 8952, Savannah, GA 31412"
456,1317 W Brazil St,unknown,Compton,CA,90220,Los Angeles,-118.244885,33.898686,"1317 W Brazil St, Compton, CA 90220"
457,4968 Dunkirk St,unknown,Denver,CO,80249,Denver,-104.761512,39.786519,"4968 Dunkirk St, Denver, CO 80249"
458,8600 W Charleston Blvd,Apt 2071,Las Vegas,NV,89117,Clark,-115.281834,36.159706,"8600 W Charleston Blvd, Apt 2071, Las Vegas, NV 89117"
459,757 Peninsula Dr,unknown,Davidson,NC,28036,Mecklenburg,-80.864955,35.49941,"757 Peninsula Dr, Davidson, NC 28036"
460,77 Fulton St,Apt 11K,New York City,NY,10038,New York,-74.005013,40.708925,"77 Fulton St, Apt 11K, New York City, NY 10038"
461,10 Kirkwood St NE,unknown,Rome,GA,30161,Floyd,-85.157188,34.28492,"10 Kirkwood St NE, Rome, GA 30161"
462,318 W 122nd St,unknown,Los Angeles,CA,90061,Los Angeles,-118.279054,33.921316,"318 W 122nd St, Los Angeles, CA 90061"
463,1101 Ellis Ave,unknown,Orangeburg,SC,29115,Orangeburg,-80.857908,33.50557,"1101 Ellis Ave, Orangeburg, SC 29115"
464,630 8th St,unknown,Wilmette,IL,60091,Cook,-87.698882,42.076156,"630 8th St, Wilmette, IL 60091"
465,606 N 25th St,unknown,Reading,PA,19606,Berks,-75.882508,40.335912,"606 N 25th St, Reading, PA 19606"
466,10665 Quinn St,unknown,Shirley,IL,61772,McLean,-89.063634,40.407058,"10665 Quinn St, Shirley, IL 61772"
467,2419 Ontario Rd NW,Apt 301,Washington,DC,20009,Fairfax City County,-77.039979,38.922047,"2419 Ontario Rd NW, Apt 301, Washington, DC 20009"
468,106 Spyglass Dr,unknown,Lufkin,TX,75901,Angelina,-94.727175,31.279393,"106 Spyglass Dr, Lufkin, TX 75901"
469,10110 Westview Dr,Apt 2403,Houston,TX,77043,Harris,-95.547954,29.791613,"10110 Westview Dr, Apt 2403, Houston, TX 77043"
470,1005 Tanbark Rd,Apt 226,Lexington,KY,40515,Fayette,-84.492782,37.961837,"1005 Tanbark Rd, Apt 226, Lexington, KY 40515"
471,15740 Beau Ridge Dr,unknown,Woodbridge,VA,22193,Prince William,-77.317129,38.61116,"15740 Beau Ridge Dr, Woodbridge, VA 22193"
472,1773 Wells Branch Pkwy,Apt 504,Austin,TX,78728,Travis,-97.673286,30.435465,"1773 Wells Branch Pkwy, Apt 504, Austin, TX 78728"
473,221 Hollyfern St,unknown,Henderson,NV,89074,Clark,-115.102126,36.044491,"221 Hollyfern St, Henderson, NV 89074"
474,435 Virginia Ave,Unit 502,Indianapolis,IN,46203,Marion,-86.149009,39.76056,"435 Virginia Ave, Unit 502, Indianapolis, IN 46203"
475,10030 Lower Azusa Rd,unknown,El Monte,CA,91731,Los Angeles,-118.047641,34.090571,"10030 Lower Azusa Rd, El Monte, CA 91731"
476,1518 Dorado Dr,# B,Kissimmee,FL,34741,Osceola,-81.420718,28.318131,"1518 Dorado Dr, # B, Kissimmee, FL 34741"
477,6504 Blue Rock Ct,unknown,Elk Grove,CA,95758,Sacramento,-121.427743,38.435114,"6504 Blue Rock Ct, Elk Grove, CA 95758"
478,44 Lake Forest Dr,unknown,Greenville,SC,29609,Greenville,-82.376606,34.877182,"44 Lake Forest Dr, Greenville, SC 29609"
479,3135 Anzio Dr,unknown,Dallas,TX,75224,Dallas,-96.841611,32.710833,"3135 Anzio Dr, Dallas, TX 75224"
480,3725 And 3727 Se Jackson St,unknown,Milwaukie,OR,97222,Clackamas,-122.623783,45.445912,"3725 And 3727 Se Jackson St, Milwaukie, OR 97222"
481,22022 N Calle Royale,unknown,Scottsdale,AZ,85255,Maricopa,-111.898862,33.687339,"22022 N Calle Royale, Scottsdale, AZ 85255"
482,4711 Kings Mill Way,unknown,Owings Mills,MD,21117,Baltimore,-76.806014,39.396163,"4711 Kings Mill Way, Owings Mills, MD 21117"
483,630 S Voyager Dr,unknown,Gilbert,AZ,85296,Maricopa,-111.750647,33.338432,"630 S Voyager Dr, Gilbert, AZ 85296"
484,8810 Bestride Bnd,Unit A,Austin,TX,78744,Travis,-97.721588,30.144148,"8810 Bestride Bnd, Unit A, Austin, TX 78744"
485,723 W San Angelo St,unknown,Gilbert,AZ,85233,Maricopa,-111.805512,33.36894,"723 W San Angelo St, Gilbert, AZ 85233"
486,17 Tougas Ave,unknown,Manchester,NH,3109,Hillsborough,-71.420129,42.964756,"17 Tougas Ave, Manchester, NH 03109"
487,1107 Verde Dr,Apt 35,Bryan,TX,77801,Brazos,-96.37578,30.635262,"1107 Verde Dr, Apt 35, Bryan, TX 77801"
488,6360 Nw 13th Ter,unknown,Bell,FL,32619,Gilchrist County,-82.830175,29.830608,"6360 Nw 13th Ter, Bell, FL 32619"
489,8343 E Thomas Rd,unknown,Scottsdale,AZ,85251,Maricopa,-111.901219,33.479936,"8343 E Thomas Rd, Scottsdale, AZ 85251"
490,6800 Placida Rd,Unit 182,Englewood,FL,34224,Charlotte,-82.304936,26.87853,"6800 Placida Rd, Unit 182, Englewood, FL 34224"
491,7 Sunset Rd,unknown,Raymond,ME,4071,Cumberland,-70.519592,43.847721,"7 Sunset Rd, Raymond, ME 04071"
492,3714 N Wittfield St,unknown,Indianapolis,IN,46235,Marion,-86.005807,39.824391,"3714 N Wittfield St, Indianapolis, IN 46235"
493,1517 Brandy Ct,unknown,Bakersfield,CA,93307,Kern,-119.020006,35.307737,"1517 Brandy Ct, Bakersfield, CA 93307"
494,21314 N Monroe Rd,unknown,Spokane,WA,99208,Spokane County,-117.480658,47.851213,"21314 N Monroe Rd, Spokane, WA 99208"
495,76321 Louis Quave Rd,unknown,Covington,LA,70435,Saint Tammany,-89.982569,30.543338,"76321 Louis Quave Rd, Covington, LA 70435"
496,1661 E Cardinal Dr,unknown,Casa Grande,AZ,85122,Pinal,-111.715536,32.909334,"1661 E Cardinal Dr, Casa Grande, AZ 85122"
497,409 Town Woods Trce,unknown,Summerville,SC,29483,Dorchester,-80.249411,33.049538,"409 Town Woods Trce, Summerville, SC 29483"
498,2414 Lake Park Rd,Apt 3204,Lexington,KY,40502,Fayette,-84.461882,38.009069,"2414 Lake Park Rd, Apt 3204, Lexington, KY 40502"
499,3311 Barnes Ln,unknown,Manvel,TX,77578,Brazoria,-95.39405,29.538537,"3311 Barnes Ln, Manvel, TX 77578"
